[Connect DataFile][2.1]
Date:	7/22/2025
Time:	09:44:06
Unit:	°C
Resolution:	0.050/0.100
Values:	12
SnapshotTrigger:	0	0.0
MeasurementTrigger:	0	0.0
Time	TProc	TInt	TBox	TAvg	T_2C	T_1C	Attenuation	Eps.	Value	Vcc	TAmb	TAct	CompressionIdx	Time absolute	ImageIdx	ImageValue
000:00:08.500	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:556		
000:00:08.550	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:606		
000:00:08.600	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:656		
000:00:08.650	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:706		
000:00:08.700	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:756		
000:00:08.750	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:806		
000:00:08.800	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:856		
000:00:08.850	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:906		
000:00:08.900	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:14:956		
000:00:08.950	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:006		
000:00:09.000	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:056		
000:00:09.050	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:106		
000:00:09.100	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:156		
000:00:09.150	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:206		
000:00:09.200	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:256		
000:00:09.250	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:306		
000:00:09.300	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:356		
000:00:09.350	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:406		
000:00:09.400	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:456		
000:00:09.450	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:506		
000:00:09.500	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:556		
000:00:09.550	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:606		
000:00:09.600	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:656		
000:00:09.650	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:706		
000:00:09.700	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:756		
000:00:09.750	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:806		
000:00:09.800	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:856		
000:00:09.850	800.0	25.6	24.9	800.0	0.0	0.0	0.0	0.000	0.000	0.000	0.0	0.0		09:44:15:906		
